,brand_name,model,year,variant,distance,city,num_of_owners,price
2240,Hyundai,Santro_Xing,2007,XO,80000,Hyderabad,2,1.45
2241,Hyundai,Verna,2012,1.4 EX,94180,Hyderabad,2,4.15
2242,BMW,X6,2010,3.0d SAV,126000,Hyderabad,2,11.0
2243,Toyota,Innova,2007,2.5 V Diesel 8-seater,120000,Hyderabad,2,4.0
2244,Hyundai,Santro_Xing,2005,XL,120000,Hyderabad,2,0.9
2245,Hyundai,Santro_Xing,2006,XL,90000,Hyderabad,2,1.58
2246,Maruti,SX4,2007,Zxi with Leather BSIII,100000,Hyderabad,2,2.0
2247,BMW,5_Series,2015,520d Luxury Line,74000,Hyderabad,2,22.5
2248,Maruti,Alto,2011,LXi,90000,Hyderabad,2,1.65
2249,Tata,Indica,2009,DLS,120000,Hyderabad,2,0.545
2250,Maruti,Ertiga,2015,VDI,107000,Hyderabad,2,6.95
2251,Maruti,Swift,2010,Vdi BSIII,120000,Hyderabad,2,3.1
2252,Maruti,Swift_Dzire,2012,VXi AT,93000,Hyderabad,2,4.25
2253,Maruti,Swift_Dzire,2018,1.3 S Diesel,124000,Hyderabad,2,5.6
2254,Hyundai,Creta,2018,1.4 E Plus,63000,Hyderabad,2,8.0
2255,Toyota,Fortuner,2014,4x2 AT,173000,Hyderabad,2,13.0
2256,Hyundai,Santro,2002,GS zipDrive - Euro II,120000,Hyderabad,2,0.9
2257,Toyota,Innova,2007,2.5 V Diesel 7-seater,50000,Hyderabad,2,4.0
2258,Hyundai,i20,2012,1.4 CRDi Asta,90000,Hyderabad,2,3.7
2259,Toyota,Corolla,2003,H3,90000,Hyderabad,2,1.5
2260,Honda,WR-V,2017,i-VTEC VX,61000,Hyderabad,2,7.5
2261,Maruti,Swift_Dzire,2009,VDi,120000,Hyderabad,2,2.5
2262,Honda,City,2012,V AT,100000,Hyderabad,2,4.0
2263,BMW,3_Series,2015,320d GT Luxury Line,56000,Hyderabad,2,20.0
2264,Porsche,Cayenne,2015,Diesel,90000,Hyderabad,2,44.0
2265,Hyundai,i20,2014,Sportz 1.4 CRDi,69000,Hyderabad,2,4.45
2266,Skoda,Rapid,2013,1.6 TDI Elegance,78000,Hyderabad,2,3.85
2267,Honda,City,2005,GXi,80000,Hyderabad,2,1.6
2268,Toyota,Innova,2009,2.5 G4 Diesel 8-seater,200000,Hyderabad,2,5.5
2269,Datsun,GO_Plus,2016,T,65000,Hyderabad,2,3.35
2270,Ford,Fiesta,2006,1.4 Duratec EXI,120000,Hyderabad,2,1.4
2271,Maruti,Alto_K10,2015,VXI,50000,Hyderabad,2,2.6
2272,Hyundai,Santro_Xing,2003,XL eRLX Euro III,80000,Hyderabad,2,0.8
2273,Honda,Mobilio,2015,V i-DTEC,92000,Hyderabad,2,4.95
2274,BMW,5_Series,2013,530d M Sport,97000,Hyderabad,2,17.5
2275,Honda,Accord,2006,VTi-L (AT),90000,Hyderabad,2,2.1
2276,Honda,City,2006,CVT,75000,Hyderabad,2,1.4
2277,Audi,A3,2015,35 TDI Premium Plus,50095,Hyderabad,2,18.75
2278,Hyundai,Santro_Xing,2006,XL,70000,Hyderabad,2,1.4
2279,Renault,Lodgy,2015,110PS RxL 7 Seater,110000,Hyderabad,2,4.5
2280,Hyundai,Santro,2006,AT,90000,Hyderabad,2,1.5
2281,BMW,X1,2011,sDrive20d,90000,Hyderabad,2,8.4
2282,Volkswagen,Vento,2013,1.5 TDI Highline,82000,Hyderabad,2,3.9
2283,Volkswagen,Jetta,2010,2.0 TDI Comfortline,75000,Hyderabad,2,2.75
2284,Maruti,Ritz,2009,LXI,87000,Hyderabad,2,2.7
2285,Maruti,Alto_800,2016,VXI Airbag,40000,Hyderabad,2,2.8
2286,Mahindra,XUV500,2012,W8 4WD,120000,Hyderabad,2,6.6
2287,Ford,Fiesta,2008,1.4 Durasport EXI,100000,Hyderabad,2,1.5
2288,Audi,Q7,2016,35 TDI Quattro Premium,81009,Hyderabad,2,38.75
2289,Audi,Q7,2012,3.0 TDI quattro,90009,Hyderabad,2,13.25
2290,Land,Rover_Range,2013,2.2L Dynamic,94000,Hyderabad,2,18.0
2291,Hyundai,Creta,2020,SX Opt Turbo,47000,Hyderabad,2,17.0
2292,Skoda,Rapid,2012,1.6 MPI Ambition,83000,Hyderabad,2,4.5
2293,Tata,Tiago,2020,XT,15000,Hyderabad,2,5.9
2294,Mercedes-Benz,V-Class,2019,Exclusive,45000,Hyderabad,2,64.0
2295,Maruti,Swift_Dzire,2015,VDI,80000,Hyderabad,2,5.5
2296,Hyundai,i20,2017,Sportz 1.2,30000,Hyderabad,2,6.8
2297,Hyundai,Verna,2011,1.6 SX VTVT,110000,Hyderabad,2,4.0
2298,Ford,Figo,2012,Petrol ZXI,105000,Hyderabad,2,2.1
2299,Hyundai,Grand_i10,2018,1.2 Kappa Sportz Dual Tone,50000,Hyderabad,2,4.8
2300,Maruti,Swift,2013,VDI,240000,Hyderabad,2,3.9
2301,Mahindra,Scorpio,2013,LX 2WD 7S,130000,Hyderabad,2,5.65
2302,Hyundai,i20,2015,Sportz 1.4 CRDi,90000,Hyderabad,2,7.5
2303,Maruti,Wagon_R,2010,VXI BS IV,30000,Hyderabad,2,2.5
2304,Honda,City,2011,1.5 V MT,130000,Hyderabad,2,3.5
2305,Maruti,A-Star,2011,Vxi,148000,Hyderabad,2,1.7
2306,Mahindra,Scorpio,2014,LX,110000,Hyderabad,2,4.5
2307,Maruti,Swift_Dzire,2014,VDI,120000,Hyderabad,2,4.5
2308,Ford,Figo,2011,Diesel Titanium,120000,Hyderabad,2,2.0
2309,Ford,Ecosport,2015,1.5 DV5 MT Titanium Optional,99170,Hyderabad,2,6.55
2310,Volkswagen,Jetta,2012,1.4 TSI,94000,Hyderabad,2,5.55
2311,Maruti,Swift,2011,VDI BSIV,110000,Hyderabad,2,3.15
2312,Toyota,Innova,2009,2.5 G4 Diesel 8-seater,400000,Hyderabad,2,3.5
2313,Hyundai,i20,2014,Magna 1.4 CRDi (Diesel),80000,Hyderabad,2,3.9
2314,Mahindra,Scorpio,2008,2.6 Turbo 7 Str,110000,Hyderabad,2,3.0
2315,Mahindra,Scorpio,2008,2.6 Turbo 9 Str,120000,Hyderabad,2,3.0
2316,Hyundai,i10,2011,Era,110000,Hyderabad,2,2.3
2317,Renault,KWID,2017,1.0 RXT Optional,40000,Hyderabad,2,3.3
2318,Maruti,Swift,2013,LDI,120000,Hyderabad,2,3.5
2319,Volkswagen,Vento,2014,1.6 Highline,90000,Hyderabad,2,6.0
2320,Volkswagen,Ameo,2016,1.5 TDI Highline,34197,Hyderabad,2,4.9
2321,Mercedes-Benz,S-Class,2014,S 350 CDI,89000,Hyderabad,2,39.0
2322,Maruti,Alto_K10,2013,LXI,128885,Hyderabad,2,2.14
2323,Honda,Amaze,2019,V Petrol BSIV,48280,Hyderabad,2,7.25
2324,Mahindra,Bolero_Power,2017,ZLX,110000,Hyderabad,2,6.05
2325,Mahindra,XUV500,2014,W4,120000,Hyderabad,2,6.0
2326,Maruti,Vitara_Brezza,2016,LDi,63053,Lucknow,1,5.74
2327,Hyundai,Venue,2020,S BSIV,9864,Lucknow,1,8.85
2328,Renault,Triber,2019,RXZ BSIV,10712,Lucknow,1,6.1
2329,Jeep,Compass,2020,1.4 Sport Plus,28380,Lucknow,1,13.95
2330,Datsun,GO_Plus,2021,T Option,9724,Lucknow,1,6.4
2331,Renault,Triber,2020,RXZ EASY-R AMT,15909,Lucknow,1,7.25
2332,Maruti,SX4_S,2020,Zeta,55436,Lucknow,1,9.3
2333,Tata,Nexon,2021,XZA Plus DT Roof AMT Diesel,24398,Lucknow,1,12.5
2334,Honda,City,2016,i VTEC VX,82123,Lucknow,1,7.16
2335,Hyundai,Creta,2017,1.4 CRDi S Plus,97998,Lucknow,1,9.19
2336,Maruti,Ciaz,2021,Alpha,12866,Lucknow,1,11.0
2337,Tata,Altroz,2021,XZ,5578,Lucknow,1,8.2
2338,Hyundai,Verna,2020,CRDi 1.6 AT SX Option,43883,Lucknow,1,13.8
2339,Maruti,SX4_S,2020,Zeta,16923,Lucknow,1,9.35
2340,Ford,Figo,2012,Diesel ZXI,88136,Lucknow,1,2.0
2341,Honda,Brio,2015,S MT,45894,Lucknow,1,3.25
2342,Hyundai,Creta,2015,1.4 CRDi S,70927,Lucknow,1,7.4
2343,Mahindra,XUV500,2015,W10 2WD,170000,Lucknow,1,7.5
2344,Hyundai,i10,2011,Sportz 1.1L,111408,Lucknow,1,1.8
2345,Hyundai,Grand_i10,2016,Sportz,51497,Lucknow,1,4.05
2346,Skoda,Rapid,2017,1.6 MPI Style BSIV,36955,Lucknow,1,7.08
2347,Renault,Triber,2020,RXZ,26153,Lucknow,1,6.7
2348,Kia,Sonet,2020,1.5 GTX Plus Diesel AT,24451,Lucknow,1,12.8
2349,Tata,Nexon,2021,XM S,4594,Lucknow,1,9.55
2350,Hyundai,i20,2015,Sportz 1.2,39157,Lucknow,1,4.71
2351,Maruti,Vitara_Brezza,2020,ZXI Plus,42609,Lucknow,1,8.89
2352,Hyundai,Creta,2018,1.4 E Plus,73056,Lucknow,1,8.43
2353,Honda,City,2018,i-VTEC V,35216,Lucknow,1,8.68
2354,Maruti,Swift_Dzire,2021,ZXI,17536,Lucknow,1,7.41
2355,Tata,Harrier,2019,XT BSIV,58420,Lucknow,1,13.86
2356,Renault,KWID,2020,Neotech,4144,Lucknow,1,4.3
2357,Hyundai,Alcazar,2021,Signature AT,2863,Lucknow,1,20.33
2358,Renault,Duster,2017,Petrol RXS CVT,34131,Lucknow,1,7.52
2359,Tata,Altroz,2021,XZ,25832,Lucknow,1,8.1
2360,Honda,Jazz,2017,1.5 VX i DTEC,88911,Lucknow,1,5.16
2361,Hyundai,i20,2018,1.2 Asta,23118,Lucknow,1,6.6
2362,Maruti,Swift_Dzire,2017,VDI,98723,Lucknow,1,5.71
2363,Hyundai,i20,2019,Sportz Plus Diesel,106092,Lucknow,1,6.5
2364,Skoda,Rapid,2014,1.6 TDI Elegance,66008,Lucknow,1,4.15
2365,Hyundai,Venue,2021,S Plus,15720,Lucknow,1,8.1
2366,Mahindra,Marazzo,2018,M4,102971,Lucknow,1,7.6
2367,Renault,KWID,2017,Climber 1.0 AMT,85315,Lucknow,1,3.12
2368,Maruti,Baleno,2021,Alpha,13064,Lucknow,1,7.8
2369,Honda,WR-V,2017,i-VTEC VX,59265,Lucknow,1,6.67
2370,Hyundai,Santro,2019,Asta BSIV,38129,Lucknow,1,5.13
2371,Tata,Altroz,2020,XZ,31991,Lucknow,1,6.9
2372,Maruti,Baleno,2019,Delta,69090,Lucknow,1,5.86
2373,Mahindra,Bolero,2020,B4,37872,Lucknow,1,7.6
2374,Hyundai,Creta,2019,1.4 S,91238,Lucknow,1,9.78
2375,Honda,Brio,2014,1.2 VX MT,71182,Lucknow,1,2.8
2376,Maruti,Ignis,2018,1.2 Delta BSIV,37217,Lucknow,1,4.8
2377,Hyundai,Santro,2021,Asta AMT,5388,Lucknow,1,6.26
2378,Toyota,Glanza,2019,G CVT,43960,Lucknow,1,6.95
2379,Tata,Tiago,2019,1.2 Revotron XT,26641,Lucknow,1,5.2
2380,Tata,Tiago,2019,1.2 Revotron XZ Plus,22934,Lucknow,1,4.95
2381,Toyota,Yaris,2020,G,37078,Lucknow,1,9.09
2382,Mahindra,XUV500,2019,W5 BSIV,24163,Lucknow,1,12.0
2383,Renault,KWID,2018,1.0 RXT Optional AT 2016-2019,41712,Lucknow,1,3.71
2384,Maruti,Wagon_R,2020,VXI AMT,29097,Lucknow,1,5.89
2385,MG,Hector,2020,Sharp Diesel MT,15897,Lucknow,1,17.7
2386,Tata,Tiago,2017,XT,62643,Lucknow,1,3.8
2387,Maruti,Swift,2016,VDI BSIV,72578,Lucknow,1,4.65
2388,Tata,Tiago,2017,1.2 Revotron XT,73525,Lucknow,1,3.7
2389,Tata,Nexon,2019,1.5 Revotorq XZ Plus,46963,Lucknow,1,8.36
2390,Hyundai,Grand_i10,2015,Sportz,73874,Lucknow,1,4.55
2391,MG,Hector,2020,Hybrid Sharp MT BSIV,24453,Lucknow,1,15.36
2392,Maruti,XL6,2020,Alpha,41776,Lucknow,1,10.05
2393,Hyundai,Grand_i10,2017,1.2 Kappa Asta,54768,Lucknow,1,4.4
2394,Hyundai,Venue,2021,SX Turbo,39404,Lucknow,1,10.2
2395,Hyundai,i20,2020,Asta Option,42382,Lucknow,1,7.88
2396,Hyundai,i20_Active,2017,1.2 SX,83856,Lucknow,1,6.25
2397,Hyundai,Venue,2021,SX Opt Turbo,11078,Lucknow,1,10.66
2398,Toyota,Yaris,2021,G,7916,Lucknow,1,10.39
2399,Volkswagen,Ameo,2016,1.2 MPI Comfortline,97551,Lucknow,1,3.74
2400,Hyundai,Grand_i10,2017,Sportz,60706,Lucknow,1,4.3
2401,Maruti,Baleno,2021,Zeta,28845,Lucknow,1,8.1
2402,Hyundai,Verna,2013,1.6 EX VTVT,52483,Lucknow,1,4.3
2403,Maruti,Wagon_R,2019,VXI,67653,Lucknow,1,4.9
2404,Hyundai,Santro_Xing,2013,GLS,58996,Lucknow,1,1.98
2405,Hyundai,Venue,2019,S Turbo BSIV,32917,Lucknow,1,7.65
2406,Maruti,SX4_S,2017,DDiS 200 Zeta,68689,Lucknow,1,6.83
2407,Renault,KWID,2018,SUPER SOLDIER 1.0 MT,9993,Lucknow,1,3.6
2408,Hyundai,Venue,2021,SX Turbo,37672,Lucknow,1,10.15
2409,Hyundai,Grand_i10,2018,1.2 Kappa Magna BSIV,32151,Lucknow,1,4.63
2410,Kia,Sonet,2020,1.5 GTX Plus Diesel,33823,Lucknow,1,12.35
2411,Hyundai,Grand_i10,2018,1.2 Kappa Sportz BSIV,40134,Lucknow,1,4.6
2412,Renault,KWID,2019,RXL BSIV,11908,Lucknow,1,3.34
2413,Maruti,Swift_Dzire,2017,VDI,70191,Lucknow,1,6.52
2414,Mahindra,Scorpio,2016,Intelli Hybrid S10,67205,Lucknow,1,10.17
2415,Maruti,Vitara_Brezza,2018,VDi,94409,Lucknow,1,7.0
2416,Renault,KWID,2017,1.0 RXT Optional,45138,Lucknow,1,2.67
2417,Mahindra,XUV500,2019,W7 BSIV,83002,Lucknow,1,10.97
2418,Maruti,XL6,2020,Alpha,23985,Lucknow,1,10.65
2419,Tata,Hexa,2017,XT,64784,Lucknow,1,9.85
2420,Hyundai,Verna,2018,VTVT 1.6 SX,25545,Lucknow,1,9.06
2421,Datsun,RediGO,2017,1.0 S,78632,Lucknow,1,2.3
2422,Datsun,GO,2017,T BSIV,27375,Lucknow,1,2.75
2423,Renault,KWID,2017,1.0 RXT Optional,59123,Lucknow,1,2.9
2424,Maruti,Swift_Dzire,2013,VXI,66146,Lucknow,1,3.3
2425,Maruti,Swift_Dzire,2015,VXI,79013,Lucknow,1,4.4
2426,Maruti,Swift_Dzire,2016,VDI,87530,Lucknow,1,5.12
2427,Honda,Amaze,2019,V Petrol BSIV,33854,Lucknow,1,6.51
2428,Maruti,Ertiga,2015,VDI,60000,Lucknow,1,5.25
2429,Toyota,Corolla_Altis,2014,VL AT,77600,Lucknow,1,9.5
2430,Volkswagen,Polo,2019,GT TSI BSIV,19600,Lucknow,1,9.3
2431,Hyundai,EON,2017,Magna Optional,38000,Lucknow,1,3.0
2432,Hyundai,EON,2015,Magna Plus,39395,Lucknow,1,2.4
2433,Maruti,Swift_Dzire,2017,VXI 1.2,48094,Lucknow,1,5.35
2434,Maruti,S-Presso,2019,VXI Opt,30000,Lucknow,1,4.5
2435,Mahindra,Marazzo,2020,M6,25000,Lucknow,1,12.0
2436,Mercedes-Benz,E-Class,2016,Exclusive E 200 BSIV,59600,Lucknow,1,28.5
2437,Audi,A6,2014,35 TDI Technology,48000,Lucknow,1,16.5
2438,Hyundai,Grand_i10,2017,Sportz,28830,Lucknow,1,3.85
2439,Hyundai,Santa_Fe,2014,2WD AT,98600,Lucknow,1,9.75
2440,Hyundai,Santro_Xing,2009,GL,72000,Lucknow,1,1.4
2441,Toyota,Corolla_Altis,2018,1.8 GL,77200,Lucknow,1,13.5
2442,Hyundai,Santro_Xing,2013,GL Plus,80000,Lucknow,1,1.88
2443,Maruti,Ertiga,2014,ZDI,77000,Lucknow,1,5.75
2444,Mahindra,Bolero_Power,2019,ZLX,60000,Lucknow,1,6.2
2445,Hyundai,Santro,2007,DX,35000,Lucknow,1,1.0
2446,Toyota,Etios,2013,GD,120000,Lucknow,1,3.0
2447,Tata,Indigo,2011,LX BSIV,148483,Lucknow,1,1.27
2448,Maruti,Alto_K10,2019,VXI,30152,Lucknow,1,3.61
2449,Maruti,Swift_Dzire,2019,VXI 1.2,58480,Lucknow,1,6.11
2450,Mahindra,Scorpio,2016,1.99 S4,85700,Lucknow,1,6.1
2451,Hyundai,Verna,2012,1.6 SX VTVT (O) AT,45000,Lucknow,1,4.9
2452,Tata,Indica,2004,DLE BSIII,120000,Lucknow,1,0.32
2453,Maruti,Celerio,2016,ZXI,13428,Lucknow,1,4.0
2454,Honda,BR-V,2016,i-DTEC S MT,100000,Lucknow,1,7.5
2455,Honda,City,2014,V MT,49000,Lucknow,1,5.9
2456,Maruti,Wagon_R,2017,CNG LXI,61000,Lucknow,1,4.4
2457,Hyundai,i10,2012,Magna,55000,Lucknow,1,2.75
2458,Hyundai,i10,2015,Sportz,70000,Lucknow,1,3.25
2459,Skoda,Rapid,2012,1.6 MPI Ambition Plus,28000,Lucknow,1,3.75
2460,Tata,Zest,2015,Revotron 1.2T XE,90000,Lucknow,1,4.25
2461,Mercedes-Benz,E-Class,2016,Exclusive E 200,59800,Lucknow,1,28.5
2462,Mahindra,Thar,2021,LX 4-Str Hard Top AT,17492,Lucknow,1,14.87
2463,Renault,KWID,2017,1.0 RXT,55000,Lucknow,1,2.65
2464,Hyundai,i20,2017,Magna 1.4 CRDi,55000,Lucknow,1,5.8
2465,Mahindra,XUV300,2019,W8 Option Diesel,75000,Lucknow,1,9.5
2466,Toyota,Corolla_Altis,2014,VL AT,77200,Lucknow,1,9.5
2467,Tata,Safari_Storme,2016,VX,44857,Lucknow,1,6.68
2468,Tata,Tiago,2017,1.2 Revotron XM,56000,Lucknow,1,3.65
2469,Maruti,Alto_K10,2018,VXI Optional,57000,Lucknow,1,3.1
2470,Mahindra,Bolero,2013,DI - AC BS III,40000,Lucknow,1,4.25
2471,Maruti,Wagon_R,2014,LXI BS IV,80778,Lucknow,1,2.47
2472,Mahindra,Scorpio,2016,Intelli Hybrid S6 Plus,144640,Lucknow,1,7.62
2473,Maruti,Alto_K10,2019,VXI,40000,Lucknow,1,3.5
2474,Maruti,Swift_Dzire,2019,VXI 1.2,29000,Lucknow,1,6.4
2475,Renault,Triber,2019,Triber LE,50000,Lucknow,1,5.0
2476,Maruti,SX4,2007,Vxi BSIII,100000,Lucknow,1,1.75
2477,Toyota,Corolla_Altis,2014,VL AT,77100,Lucknow,1,9.5
2478,Volkswagen,Polo,2014,Diesel Comfortline 1.2L,54000,Lucknow,1,3.75
2479,Mahindra,Scorpio,2015,S10 7 Seater,108000,Lucknow,1,11.0
2480,Maruti,Alto_800,2019,VXI,13000,Lucknow,1,3.2
2481,Maruti,Vitara_Brezza,2017,ZDi Plus,100000,Lucknow,1,6.5
2482,Honda,Amaze,2015,SX i-VTEC,69000,Lucknow,1,4.35
2483,Datsun,GO_Plus,2018,T Petrol,25000,Lucknow,1,3.5
2484,Hyundai,Xcent,2019,1.2 CRDi SX,50000,Lucknow,1,6.5
2485,Maruti,Vitara_Brezza,2018,VDi,69000,Lucknow,1,7.4
2486,Toyota,Innova,2014,2.5 Z Diesel 7 Seater,244000,Lucknow,1,8.5
2487,Toyota,Corolla_Altis,2018,1.8 GL,75200,Lucknow,1,13.5
2488,Hyundai,Tucson,2018,2.0 e-VGT 2WD AT GL Opt,72100,Lucknow,1,16.25
2489,Mini,Cooper,2013,D High,45100,Lucknow,1,16.9
2490,Mercedes-Benz,E-Class,2016,Expression E 220,59500,Lucknow,1,28.5
2491,Hyundai,EON,2016,Era,73000,Lucknow,1,3.5
2492,Renault,KWID,2017,1.0 RXT Optional,34000,Lucknow,1,2.85
2493,Hyundai,i10,2015,Magna,60000,Lucknow,1,3.25
2494,Tata,Tigor,2018,1.05 Revotorq XT,80000,Lucknow,1,4.5
2495,Maruti,Ignis,2018,Delta,48000,Lucknow,1,4.6
2496,Tata,Tiago,2019,1.05 Revotorq XM,25000,Lucknow,1,3.9
2497,Mahindra,Scorpio,2020,S7,60000,Lucknow,1,13.5
2498,Hyundai,i20,2019,Petrol Asta Option,50000,Lucknow,1,7.0
2499,Maruti,Swift_Dzire,2014,VDI,100000,Lucknow,1,3.5
2500,Volkswagen,Polo,2019,GT TSI BSIV,19400,Lucknow,1,9.75
2501,Tata,Altroz,2021,XM,25000,Lucknow,1,6.4
2502,Toyota,Innova_Crysta,2017,2.4 GX MT 8S BSIV,120000,Lucknow,1,15.0
2503,Toyota,Fortuner,2020,2.8 2WD MT,60000,Lucknow,1,33.0
2504,Ford,Ecosport,2019,1.5 Diesel Titanium BSIV,70000,Lucknow,1,6.75
2505,Skoda,Kushaq,2021,1.0 TSI Ambition,13500,Lucknow,1,12.5
2506,Tata,Hexa,2018,XT,80000,Lucknow,1,11.5
2507,Tata,Hexa,2018,XT,80000,Lucknow,1,11.5
2508,Mini,Cooper,2013,D High,44500,Lucknow,1,16.91
2509,Audi,A6,2014,35 TDI Premium,48100,Lucknow,1,16.51
2510,Maruti,Alto_K10,2015,VXI,40000,Lucknow,1,2.5
2511,Honda,WR-V,2017,i-DTEC VX,101364,Lucknow,1,6.8
2512,Maruti,Alto_800,2021,LXI,15000,Lucknow,1,3.8
2513,Hyundai,i20_Active,2017,SX Diesel,58000,Lucknow,1,6.25
2514,Maruti,Ciaz,2022,Zeta,1500,Lucknow,1,9.0
2515,Hyundai,i20,2011,Magna 1.2,518831,Lucknow,1,2.25
2516,Nissan,Terrano,2016,XE D,96395,Lucknow,1,4.45
2517,Honda,WR-V,2020,SV Diesel,35000,Lucknow,1,9.0
2518,Hyundai,i10,2014,Magna 1.1,81352,Lucknow,1,2.45
2519,Maruti,Swift_Dzire,2015,LXI Optional-O,68000,Lucknow,1,4.25
2520,Maruti,Wagon_R,2011,VXI,90000,Lucknow,1,2.0
2521,Toyota,Etios_Liva,2015,GD,78000,Lucknow,1,4.0
2522,Mahindra,KUV_100,2017,G80 K8,40000,Lucknow,1,4.5
2523,Tata,New_Safari,2014,DICOR 2.2 EX 4x2,90000,Lucknow,1,3.5
2524,Toyota,Corolla_Altis,2016,GL MT,71500,Lucknow,1,10.9
2525,Mahindra,Scorpio,2006,2.6 SLX CRDe,80000,Lucknow,1,1.5
2526,Maruti,800,1998,Std,50000,Lucknow,1,0.37
2527,Maruti,Celerio,2017,ZXI,40000,Lucknow,1,4.6
2528,Ford,Figo,2018,1.2P Ambiente ABS MT,30000,Lucknow,1,3.9
2529,Maruti,Alto_800,2014,LXI,42000,Lucknow,1,2.4
2530,Ford,Figo,2019,1.2P Titanium Plus MT,60000,Lucknow,1,5.0
2531,Renault,Kiger,2021,RXT,15000,Lucknow,1,7.2
2532,Hyundai,Alcazar,2021,Signature,35000,Lucknow,1,17.5
2533,Renault,Triber,2021,RXZ,2300,Lucknow,1,7.46
2534,Maruti,Ritz,2014,VXi,55223,Lucknow,1,2.85
2535,Maruti,Vitara_Brezza,2017,VDi Option,90000,Lucknow,1,6.5
2536,Mahindra,Scorpio,2015,S4 Plus,70000,Lucknow,1,5.9
2537,Hyundai,Xcent,2019,1.2 VTVT S,90000,Lucknow,1,4.65
2538,Tata,Safari_Storme,2016,EX,95893,Lucknow,1,7.8
2539,Hyundai,Xcent,2018,1.2 CRDi SX,49000,Lucknow,1,5.5
2540,Mahindra,Thar,2015,4X4,55000,Lucknow,1,6.8
2541,Toyota,Fortuner,2013,4x2 Manual,80000,Lucknow,1,14.6
2542,Toyota,Fortuner,2013,4x2 Manual,110000,Lucknow,1,14.8
2543,Hyundai,Verna,2015,1.6 CRDi SX,55000,Lucknow,1,6.5
2544,Maruti,Celerio,2018,VXi AMT,65000,Lucknow,1,4.6
2545,Ford,Ecosport,2015,1.5 Diesel Titanium,65000,Lucknow,1,5.5
2546,Renault,KWID,2016,RXT,43222,Lucknow,1,2.85
2547,Tata,Indigo,2011,LX (TDI) BS III,90000,Lucknow,1,1.4
2548,Maruti,Wagon_R,2019,VXI,42000,Lucknow,1,4.9
2549,Maruti,Alto_800,2017,VXI,70000,Lucknow,1,2.7
2550,Maruti,Celerio,2017,ZXI Optional,127000,Lucknow,1,3.5
2551,Honda,Amaze,2017,i-VTEC Privilege Edition,100000,Lucknow,1,4.3
2552,Maruti,Wagon_R,2020,VXI,20000,Lucknow,1,4.8
2553,Tata,Indigo,2011,CR4,103000,Lucknow,1,1.8
2554,Renault,KWID,2017,RXT,5000,Lucknow,1,3.6
2555,Hyundai,Santro,2019,Sportz BSIV,35000,Lucknow,1,4.1
2556,Maruti,Zen_Estilo,2008,LXI BSIII,80000,Lucknow,1,1.2
2557,Hyundai,Grand_i10,2018,1.2 Kappa Magna AT,60000,Lucknow,1,5.2
2558,Maruti,Alto_K10,2011,LXI,5000,Lucknow,1,1.5
2559,Volkswagen,Polo,2012,Diesel Comfortline 1.2L,90222,Lucknow,1,2.6
2560,Mahindra,Bolero_Maxi,2019,1.2,120000,Lucknow,1,6.0
2561,Maruti,Swift,2013,LDI,79333,Lucknow,1,2.95
2562,Maruti,Alto,2009,LXI,43222,Lucknow,1,1.45
2563,Hyundai,Santro_Xing,2007,XL,64222,Lucknow,1,1.25
2564,Hyundai,Grand_i10,2015,CRDi Sportz,100000,Lucknow,1,3.8
2565,Hyundai,i20,2021,Magna Diesel,10000,Lucknow,1,8.0
2566,Mahindra,XUV500,2017,W10 2WD,120000,Lucknow,1,8.0
2567,Mahindra,Bolero,2019,SLE,70000,Lucknow,1,6.4
2568,Toyota,Fortuner,2020,2.8 4WD MT,57000,Lucknow,1,33.0
2569,Mahindra,Logan,2011,Diesel 1.5 DLX,120000,Lucknow,1,1.6
2570,Renault,Duster,2017,85PS Diesel RxS,75000,Lucknow,1,5.4
2571,Hyundai,i20,2014,1.4 CRDi Sportz,129000,Lucknow,1,3.87
2572,Maruti,XL6,2020,Alpha,5000,Lucknow,1,10.0
2573,Tata,Nexon,2019,1.2 Revotron XZ Plus,25000,Lucknow,1,7.8
2574,Hyundai,Grand_i10,2015,Sportz,76222,Lucknow,1,3.65
2575,Maruti,Swift,2018,LXI,53000,Lucknow,1,4.85
2576,Ford,Figo,2013,Diesel Titanium,97500,Lucknow,1,2.0
2577,Mahindra,KUV_100,2016,mFALCON D75 K8,11875,Lucknow,1,3.88
2578,Mahindra,Bolero,2018,SLE,70000,Lucknow,1,7.0
2579,Hyundai,Grand_i10,2014,Sportz,35000,Lucknow,1,3.0
2580,Tata,Zest,2017,Revotron 1.2T XMS,60000,Lucknow,1,3.1
2581,Maruti,Ertiga,2022,CNG VXI,15000,Lucknow,1,7.0
2582,Maruti,Swift_Dzire,2021,LXI,23222,Lucknow,1,7.25
2583,Renault,Triber,2021,RXE,20000,Lucknow,1,5.75
2584,Tata,Indica,2012,TDI LX,32000,Lucknow,1,1.5
2585,Maruti,Celerio,2017,Green VXI,69000,Lucknow,1,4.6
2586,Hyundai,Creta,2017,1.6 CRDi SX,25000,Lucknow,1,10.5
2587,Hyundai,Grand_i10,2012,Sportz Petrol BSIV,89215,Lucknow,1,2.45
2588,Maruti,Alto_800,2022,H1 (O),20000,Lucknow,1,2.43
2589,Maruti,Swift_Dzire,2017,VDI,82000,Lucknow,1,7.0
2590,Maruti,Swift_Dzire,2011,VDi,120000,Lucknow,1,2.5
