,brand_name,model,year,variant,distance,city,num_of_owners,price
352,Mahindra,XUV500,2017,AT W6 2WD,82000,Amhedabad,2,7.9
353,Jeep,Compass,2017,1.4 Limited,87000,Amhedabad,2,12.5
354,Volkswagen,Polo,2013,1.2 MPI Trendline,56000,Amhedabad,2,3.5
355,Honda,City,2015,i VTEC CVT VX,63000,Amhedabad,2,7.5
356,Volvo,S60,2015,D5 Summum,100,Amhedabad,2,14.5
357,Toyota,Corolla,2005,H2,120,Amhedabad,2,2.9
358,Audi,Q5,2015,3.0 TDI Quattro,82000,Amhedabad,2,17.9
359,Maruti,Wagon_R,2013,LXI Opt,24000,Amhedabad,2,3.3
360,Maruti,Eeco,2017,CNG 5 Seater AC,52000,Amhedabad,2,4.5
361,Tata,Aria,2011,Pleasure 4x2,120,Amhedabad,2,3.15
362,Hyundai,Santro,2006,AT CNG,80000,Amhedabad,2,1.2
363,BMW,3_Series,2015,320d GT Luxury Line,56000,Amhedabad,2,20.0
364,Porsche,Cayenne,2015,Diesel,90000,Amhedabad,2,44.0
365,Ford,Ecosport,2013,1.5 DV5 MT Titanium,120,Amhedabad,2,4.15
366,Hyundai,Creta,2019,1.6 SX Automatic Diesel,51000,Amhedabad,2,13.9
367,Honda,City,2014,i DTEC VX,77000,Amhedabad,2,5.9
368,Chevrolet,Spark,2010,1.0 PS,101,Amhedabad,2,0.9
369,Maruti,Zen_Estilo,2010,LXI BS IV,80000,Amhedabad,2,1.55
370,Mahindra,Logan,2010,Petrol 1.4 GLE,80000,Amhedabad,2,1.3
371,Maruti,Wagon_R,2013,VXI 1.2,52000,Amhedabad,2,3.25
372,Hyundai,Verna,2012,1.6 SX VTVT (O) AT,56000,Amhedabad,2,5.0
373,Honda,Amaze,2013,S Diesel,65620,Amhedabad,2,2.75
374,Renault,KWID,2018,1.0 RXT,30000,Amhedabad,2,3.2
375,Honda,City,2012,Corporate Edition,78975,Amhedabad,2,3.8
376,Honda,Amaze,2013,VX i-Vtech,475,Amhedabad,2,4.75
377,Toyota,Corolla_Altis,2014,GL MT,54000,Amhedabad,2,7.5
378,Hyundai,Santa_Fe,2015,2WD AT,70000,Amhedabad,2,13.75
379,Skoda,Kodiaq,2018,2.0 TDI Style,37000,Amhedabad,2,27.5
380,BMW,X1,2018,sDrive 20d xLine,50000,Amhedabad,2,27.5
381,Hyundai,EON,2013,Era,51000,Amhedabad,2,2.4
382,Maruti,Swift,2007,1.3 LXI,110,Amhedabad,2,1.5
383,Maruti,Swift_Dzire,2014,VDI,80000,Amhedabad,2,4.25
384,Maruti,Alto,2011,LXi,120,Amhedabad,2,1.5
385,Mercedes-Benz,E-Class,2010,E250 Petrol,114,Amhedabad,2,9.5
386,Hyundai,Creta,2020,SX Opt Turbo,47000,Amhedabad,2,17.0
387,Skoda,Superb,2016,LK 1.8 TSI AT,70000,Amhedabad,2,15.0
388,Mercedes-Benz,V-Class,2019,Exclusive,45000,Amhedabad,2,64.0
389,Hyundai,i10,2011,Magna,90000,Amhedabad,2,2.8
390,Hyundai,i20,2017,1.2 Magna Executive,35000,Amhedabad,2,5.75
391,BMW,5_Series,2012,530d,71000,Amhedabad,2,16.0
392,Hyundai,Accent,2011,Executive CNG,90000,Amhedabad,2,2.0
393,Mahindra,Verito_Vibe,2013,1.5 dCi D6,90000,Amhedabad,2,2.25
394,Maruti,Swift,2010,VDI BSIV,132,Amhedabad,2,3.7
395,Volkswagen,Polo,2014,GT TDI,70000,Amhedabad,2,3.5
396,Chevrolet,Beat,2013,Diesel LT,110,Amhedabad,2,1.45
397,Maruti,Swift_Dzire,2009,VDi,120,Amhedabad,2,1.5
398,Tata,Tigor,2020,1.2 Revotron XT,60000,Amhedabad,2,5.0
399,Maruti,Alto_K10,2016,VXI,50000,Amhedabad,2,2.3
400,Maruti,SX4,2010,ZXI MT BSIV Leather,88000,Amhedabad,2,2.5
401,Ford,Ecosport,2013,1.5 DV5 MT Ambiente,70000,Amhedabad,2,4.0
402,Ford,Figo,2013,Diesel Celebration Edition,120,Amhedabad,2,1.6
403,Toyota,Innova,2011,2.5 EV (Diesel) PS 8 Seater BS IV,250,Amhedabad,2,6.0
404,Mahindra,Scorpio,2012,2.6 CRDe SLE,110,Amhedabad,2,3.0
405,Hyundai,Santro_Xing,2010,GLS,70000,Amhedabad,2,1.55
406,Hyundai,Santro_Xing,2004,XS eRLX Euro II,120,Amhedabad,2,0.6
407,Maruti,Eeco,2016,7 Seater Standard BSIV,99900,Amhedabad,2,3.1
408,Maruti,Alto_K10,2011,2010-2014 VXI,50000,Amhedabad,2,2.1
409,Toyota,Innova,2012,2.5 VX 8 STR BSIV,190,Amhedabad,2,7.0
410,Maruti,Zen_Estilo,2010,VXI BSIV W ABS,131,Amhedabad,2,1.5
411,Hyundai,Creta,2016,1.6 CRDi SX Option,110,Amhedabad,2,7.7
412,Hyundai,i10,2012,Sportz,86000,Amhedabad,2,2.85
413,Mercedes-Benz,S-Class,2014,S 350 CDI,89000,Amhedabad,2,39.0
414,Maruti,SX4,2012,VDI,80100,Amhedabad,2,2.1
415,BMW,3_Series,2014,320d,49000,Amhedabad,2,16.5
416,Maruti,Wagon_R,2013,Pro,46000,Amhedabad,2,3.25
417,Mahindra,Ssangyong_Rexton,2013,RX7,100,Amhedabad,2,7.0
418,Volkswagen,Polo,2011,Diesel Comfortline 1.2L,80000,Amhedabad,2,1.95
419,Hyundai,Verna,2007,XXi (Petrol),120,Amhedabad,2,1.5
420,Honda,Amaze,2021,S Diesel,80000,Amhedabad,2,5.5
421,Tata,Nexon,2018,KRAZ,15176,Bangalore,1,7.92
422,MG,Hector,2020,Sharp DCT,13165,Bangalore,1,19.9
423,Maruti,Ciaz,2018,Alpha BSIV,35237,Bangalore,1,8.92
424,Hyundai,Grand_i10,2016,Sportz,49297,Bangalore,1,5.05
425,Honda,City,2018,i-VTEC VX,28378,Bangalore,1,10.23
426,Toyota,Yaris,2018,V BSIV,7599,Bangalore,1,9.46
427,Maruti,Baleno,2019,1.2 Zeta,40487,Bangalore,1,7.17
428,Hyundai,Verna,2017,VTVT 1.6 SX,25586,Bangalore,1,9.1
429,Renault,Duster,2018,1.5 Petrol RXL,25356,Bangalore,1,8.21
430,Honda,WR-V,2018,VX Diesel,40661,Bangalore,1,9.18
431,Hyundai,Verna,2019,VTVT 1.6 AT SX Option,4357,Bangalore,1,13.49
432,Hyundai,i20,2018,1.2 Spotz,7107,Bangalore,1,7.43
433,Toyota,Urban_cruiser,2021,High,5467,Bangalore,1,10.2
434,Maruti,Celerio,2019,VXI Optional,32016,Bangalore,1,5.02
435,Maruti,Alto_K10,2014,VXI,30621,Bangalore,1,2.98
436,Volkswagen,Polo,2018,GT TSI,35802,Bangalore,1,9.25
437,Renault,Triber,2020,RXT,15000,Bangalore,1,6.95
438,Hyundai,Creta,2016,1.6 VTVT S,74085,Bangalore,1,8.35
439,Hyundai,Creta,2021,SX Opt Turbo Dualtone,8300,Bangalore,1,20.5
440,Hyundai,Creta,2016,1.6 VTVT AT SX Plus,16690,Bangalore,1,11.99
441,Maruti,Ertiga,2014,VXI ABS,64228,Bangalore,1,6.3
442,Maruti,Baleno,2016,1.2 Delta,52638,Bangalore,1,6.25
443,Maruti,Baleno,2017,Delta,68683,Bangalore,1,5.99
444,Mahindra,XUV300,2021,W8 Option,7068,Bangalore,1,13.5
445,Renault,KWID,2018,1.0 RXT Optional,35188,Bangalore,1,4.2
446,Hyundai,i20_Active,2016,1.2 SX,78941,Bangalore,1,6.29
447,Hyundai,i20_Active,2016,1.2 SX,70813,Bangalore,1,5.8
448,Hyundai,Verna,2021,SX,9387,Bangalore,1,11.8
449,Hyundai,Verna,2018,VTVT 1.6 SX,49708,Bangalore,1,9.06
450,Hyundai,Verna,2020,SX Opt Turbo,47094,Bangalore,1,13.95
451,Hyundai,Grand_i10,2014,Magna,31310,Bangalore,1,4.54
452,Renault,Duster,2015,85PS Diesel RxE,58858,Bangalore,1,6.23
453,Hyundai,Creta,2019,1.6 SX,19542,Bangalore,1,13.43
454,Maruti,Baleno_RS,2017,1.0 Petrol,21488,Bangalore,1,7.72
455,Maruti,Ciaz,2017,1.4 Alpha,57345,Bangalore,1,7.78
456,Hyundai,Santro,2019,Asta BSIV,8083,Bangalore,1,5.85
457,Hyundai,Grand_i10,2015,Sportz,47400,Bangalore,1,4.7
458,Hyundai,Creta,2017,1.6 CRDi SX Option,52797,Bangalore,1,12.27
459,Hyundai,Grand_i10,2017,Sportz,35643,Bangalore,1,5.62
460,Hyundai,i20,2017,1.2 Magna Executive,27237,Bangalore,1,6.6
461,Maruti,Swift_Dzire,2015,VDI,69625,Bangalore,1,5.92
462,Jeep,Compass,2020,1.4 Longitude Option,14980,Bangalore,1,21.7
463,Honda,WR-V,2017,i-VTEC VX,56543,Bangalore,1,7.84
464,Hyundai,Grand_i10,2017,Sportz,53195,Bangalore,1,5.5
465,Tata,Tiago,2018,1.2 Revotron XT,64788,Bangalore,1,5.03
466,Hyundai,Grand_i10,2017,1.2 CRDi Sportz,34710,Bangalore,1,5.4
467,Mahindra,XUV300,2019,W8 Option Diesel BSIV,11965,Bangalore,1,12.98
468,Hyundai,Venue,2021,SX Turbo,6989,Bangalore,1,11.75
469,Hyundai,Venue,2021,SX Turbo,7602,Bangalore,1,11.12
470,Maruti,Swift,2018,ZXI Plus,19033,Bangalore,1,7.53
471,Hyundai,Grand_i10,2019,1.2 Kappa Asta,19000,Bangalore,1,6.42
472,Tata,Harrier,2021,XZ Plus Dark Edition,26133,Bangalore,1,22.28
473,Maruti,Ertiga,2016,SHVS ZDI,72552,Bangalore,1,8.16
474,Honda,Amaze,2018,VX i-VTEC,20846,Bangalore,1,7.7
475,Maruti,Ertiga,2012,ZDI,95638,Bangalore,1,5.8
476,MG,Hector_Plus,2021,Select Diesel MT 7 STR,11812,Bangalore,1,21.95
477,Honda,City,2015,i VTEC VX,66477,Bangalore,1,7.52
478,Hyundai,Venue,2021,S,8736,Bangalore,1,8.75
479,Maruti,Ciaz,2020,Delta,19031,Bangalore,1,9.36
480,Maruti,Ciaz,2017,1.4 Alpha,37265,Bangalore,1,8.37
481,Hyundai,i20,2017,Sportz 1.2,34403,Bangalore,1,6.7
482,Maruti,Swift_Dzire,2017,ZXI Plus BS IV,27805,Bangalore,1,7.35
483,Maruti,Ciaz,2018,Alpha BSIV,17000,Bangalore,1,8.83
484,Honda,WR-V,2017,i-DTEC VX,55074,Bangalore,1,8.52
485,Honda,WR-V,2021,SV,4396,Bangalore,1,9.84
486,Maruti,Ciaz,2019,Alpha Automatic BSIV,42283,Bangalore,1,9.61
487,Hyundai,i20,2017,Petrol Asta Option,41305,Bangalore,1,7.3
488,Renault,Duster,2018,85PS Diesel RxS,75275,Bangalore,1,9.03
489,Maruti,Ciaz,2018,1.4 AT Zeta,42619,Bangalore,1,8.47
490,Hyundai,Verna,2019,VTVT 1.6 AT SX Option,44293,Bangalore,1,12.2
491,Renault,Captur,2019,Platine Dual Tone Diesel,16643,Bangalore,1,10.89
492,MG,Hector,2020,Sharp DCT,20333,Bangalore,1,18.93
493,Hyundai,Verna,2019,VTVT 1.6 SX,42614,Bangalore,1,9.25
494,Maruti,Ciaz,2019,Alpha Automatic BSIV,16348,Bangalore,1,10.97
495,Hyundai,Grand_i10,2015,Asta,81862,Bangalore,1,4.67
496,Maruti,Alto_800,2020,VXI,13487,Bangalore,1,4.4
497,Nissan,Kicks,2021,1.5 XV,13542,Bangalore,1,10.28
498,Hyundai,Verna,2017,VTVT 1.6 SX,47799,Bangalore,1,8.78
499,Tata,Nexon,2018,1.2 Revotron XM,100186,Bangalore,1,7.3
500,Hyundai,Creta,2016,1.6 VTVT SX Plus,13011,Bangalore,1,10.83
501,MG,Hector_Plus,2020,Sharp Diesel MT,26136,Bangalore,1,20.8
502,Hyundai,Venue,2020,SX Turbo BSIV,3734,Bangalore,1,10.1
503,Nissan,Kicks,2021,1.3 Turbo XV Pre CVT,6260,Bangalore,1,15.9
504,Honda,City,2021,ZX CVT,4430,Bangalore,1,16.16
505,Renault,Duster,2012,85PS Diesel RxL,50609,Bangalore,1,5.65
506,Honda,Brio,2014,1.2 S MT,21420,Bangalore,1,4.2
507,Renault,KWID,2018,RXT Optional,22067,Bangalore,1,4.02
508,Maruti,Swift,2015,VVT VXI,82186,Bangalore,1,5.2
509,Mahindra,Marazzo,2018,M2 8Str BSIV,103831,Bangalore,1,7.7
510,Honda,WR-V,2018,VX,14514,Bangalore,1,8.85
511,Maruti,Alto_800,2021,VXI,7938,Bangalore,1,4.5
512,Hyundai,Verna,2017,VTVT 1.6 SX,53471,Bangalore,1,8.15
513,Maruti,Swift,2019,AMT ZXI Plus,23836,Bangalore,1,8.11
514,Kia,Seltos,2021,HTX D,13873,Bangalore,1,16.94
515,Renault,KWID,2016,1.0 RXT Optional AT 2016-2019,22494,Bangalore,1,5.13
516,Honda,City,2018,i-VTEC V,23911,Bangalore,1,9.36
517,Renault,Duster,2016,RXZ AWD,105183,Bangalore,1,8.35
518,Maruti,Swift_Dzire,2018,VXI 1.2,30692,Bangalore,1,6.63
519,Maruti,Swift_Dzire,2018,AMT VXI BS IV,16077,Bangalore,1,7.0
520,Maruti,Alto_800,2021,VXI Plus,5040,Bangalore,1,4.49
521,MG,Hector_Plus,2020,Sharp Diesel MT,5400,Bangalore,1,20.83
522,Hyundai,EON,2015,Magna Plus,14783,Bangalore,1,3.25
523,Hyundai,Venue,2019,SX Turbo BSIV,13236,Bangalore,1,9.95
524,Maruti,Celerio,2015,ZXI AT,86166,Bangalore,1,4.5
525,Toyota,Corolla_Altis,2017,1.8 GL,39126,Bangalore,1,13.85
526,Hyundai,i20,2017,1.2 Asta Dual Tone,71512,Bangalore,1,6.95
527,Maruti,Swift_Dzire,2012,VXi,49504,Bangalore,1,4.58
528,Hyundai,Verna,2017,1.6 SX VTVT,27949,Bangalore,1,9.16
529,Tata,Tiago,2018,XZ,55135,Bangalore,1,5.1
530,Hyundai,i20,2017,1.2 Asta,15464,Bangalore,1,7.55
531,Hyundai,Venue,2019,SX Turbo BSIV,11069,Bangalore,1,9.85
532,Hyundai,i20,2018,1.4 Sportz,60863,Bangalore,1,7.14
533,Maruti,Ciaz,2016,RS ZDi Plus SHVS,64820,Bangalore,1,7.77
534,Maruti,Alto_800,2016,LXI,38679,Bangalore,1,3.35
535,Hyundai,Verna,2018,VTVT 1.6 SX,10720,Bangalore,1,9.55
536,Skoda,Rapid,2017,1.6 MPI AT Style Plus,23288,Bangalore,1,10.35
537,Maruti,Swift_Dzire,2021,VXI,752,Bangalore,1,7.83
538,Maruti,Ciaz,2016,ZXi Plus,62577,Bangalore,1,6.75
539,Renault,KWID,2017,1.0 RXT,66193,Bangalore,1,3.65
540,Maruti,Swift_Dzire,2014,VXI,52170,Bangalore,1,4.78
541,Renault,Duster,2017,Petrol RXS CVT,24933,Bangalore,1,8.31
542,Honda,Amaze,2020,VX i-VTEC,10821,Bangalore,1,7.7
543,Maruti,Alto_800,2017,VXI,45729,Bangalore,1,3.39
544,Hyundai,i20,2013,Sportz 1.4 CRDi,111663,Bangalore,1,4.25
545,Hyundai,Grand_i10,2020,Sportz,51506,Bangalore,1,6.91
546,Maruti,Baleno,2017,1.2 Delta,41065,Bangalore,1,6.17
547,Skoda,Rapid,2017,1.5 TDI Style BSIV,76277,Bangalore,1,7.86
548,Hyundai,i10,2013,Sportz,57957,Bangalore,1,3.65
549,Honda,Amaze,2015,S i-Dtech,72828,Bangalore,1,4.75
550,Hyundai,Xcent,2014,1.2 Kappa S Option,43701,Bangalore,1,4.7
551,Volkswagen,Polo,2017,1.5 TDI Highline Plus,70568,Bangalore,1,7.3
552,Hyundai,Grand_i10,2015,Sportz,59621,Bangalore,1,4.53
553,Renault,KWID,2019,RXL,8226,Bangalore,1,3.9
554,Honda,City,2017,VX CVT,28442,Bangalore,1,10.44
555,Hyundai,Creta,2020,S,13430,Bangalore,1,13.87
556,Hyundai,EON,2014,Magna Plus,21181,Bangalore,1,3.2
557,Hyundai,Creta,2019,1.6 SX Option Executive Diesel,88322,Bangalore,1,14.85
558,Maruti,Wagon_R,2020,VXI Opt,18686,Bangalore,1,5.81
559,Skoda,Octavia,2016,Style Plus 1.8 TSI AT,92359,Bangalore,1,12.97
560,Renault,KWID,2018,1.0 RXT Optional,38887,Bangalore,1,4.1
561,Renault,Duster,2019,RXS 110PS BSIV,21739,Bangalore,1,10.16
562,Maruti,Ignis,2021,Zeta,2008,Bangalore,1,6.73
563,Volkswagen,Vento,2015,1.5 TDI Highline AT BSIV,64097,Bangalore,1,7.43
564,Mahindra,Marazzo,2019,M2 BSIV,22043,Bangalore,1,10.3
565,Skoda,Rapid,2014,1.6 MPI AT Ambition Plus,52738,Bangalore,1,5.35
566,MG,Hector,2019,Sharp DCT,49961,Bangalore,1,16.8
567,Maruti,Alto_K10,2011,2010-2014 VXI,40831,Bangalore,1,2.75
568,Hyundai,i20,2012,1.2 Magna,20440,Bangalore,1,4.08
569,Renault,Triber,2019,RXZ BSIV,15091,Bangalore,1,7.13
570,Maruti,Ciaz,2017,1.4 Alpha,44964,Bangalore,1,7.79
571,Mahindra,KUV_100,2016,mFALCON D75 K6 Plus 5str,46213,Bangalore,1,4.05
572,Hyundai,i20,2014,Asta 1.2,99343,Bangalore,1,5.32
573,Hyundai,Verna,2013,1.6 EX VTVT,38443,Bangalore,1,5.35
574,Toyota,Yaris,2018,J CVT BSIV,34314,Bangalore,1,8.92
575,Hyundai,i20,2017,1.2 Asta Option,69014,Bangalore,1,7.1
576,Hyundai,Grand_i10,2016,Sportz,68502,Bangalore,1,4.65
577,Tata,Nexon,2018,1.2 Revotron XZA Plus,16402,Bangalore,1,10.44
578,Honda,Jazz,2011,Basic,46297,Bangalore,1,3.05
579,Maruti,Wagon_R,2013,VXI BS IV,47654,Bangalore,1,3.55
580,Maruti,Alto_800,2014,LXI,23082,Bangalore,1,3.0
581,Maruti,A-Star,2012,Vxi,77350,Bangalore,1,2.4
582,Maruti,Alto_800,2020,VXI,14271,Bangalore,1,4.05
583,Hyundai,i10,2011,Magna,66062,Bangalore,1,2.7
584,Volkswagen,Polo,2015,1.5 TDI Highline,85365,Bangalore,1,5.73
585,Hyundai,Grand_i10,2019,Sportz,25977,Bangalore,1,6.08
586,Toyota,Etios,2013,G,52000,Bangalore,1,4.03
587,Hyundai,Aura,2020,SX Plus AMT,20064,Bangalore,1,8.6
588,Maruti,Baleno,2017,1.2 Zeta,39828,Bangalore,1,6.77
589,Renault,KWID,2020,RXT,24497,Bangalore,1,4.73
590,Datsun,GO,2015,T Option BSIV,38765,Bangalore,1,3.14
591,Renault,Duster,2014,85PS Diesel RxL,42740,Bangalore,1,6.59
592,Honda,Amaze,2013,S i-Vtech,40942,Bangalore,1,4.16
593,Renault,KWID,2016,RXL,31286,Bangalore,1,3.6
594,Tata,Tiago,2016,1.2 Revotron XZ,64521,Bangalore,1,4.51
595,Maruti,Ciaz,2015,VXi Plus,60630,Bangalore,1,6.09
596,Hyundai,i20,2014,Sportz 1.4 CRDi,67666,Bangalore,1,4.4
597,Maruti,Ciaz,2017,1.3 Zeta,90421,Bangalore,1,7.55
598,Maruti,Alto_K10,2013,2010-2014 VXI,15971,Bangalore,1,3.08
599,Maruti,Baleno,2018,1.2 CVT Zeta,7072,Bangalore,1,7.92
600,Tata,Tiago,2017,1.2 Revotron XZ,65938,Bangalore,1,4.2
601,Skoda,Rapid,2018,1.5 TDI Ambition BSIV,84000,Bangalore,1,8.59
602,Toyota,Etios,2011,VX,27943,Bangalore,1,4.02
603,Maruti,Celerio,2016,VXI,104586,Bangalore,1,3.87
604,Hyundai,i20,2015,Magna 1.2,53192,Bangalore,1,5.06
605,Tata,Nexon,2020,XZA Plus (O) AMT,16376,Bangalore,1,12.33
606,Hyundai,i20,2018,Diesel Asta,28249,Bangalore,1,8.24
607,Volkswagen,Polo,2011,Petrol Comfortline 1.2L,100775,Bangalore,1,3.2
608,Honda,Jazz,2016,V CVT,57889,Bangalore,1,5.25
609,Ford,Figo,2017,1.5D Titanium MT,121364,Bangalore,1,5.26
610,Renault,KWID,2017,1.0 RXT Optional AT 2016-2019,44977,Bangalore,1,3.9
611,Maruti,Swift_Dzire,2017,AMT ZXI Plus,65294,Bangalore,1,8.25
612,Hyundai,Verna,2016,1.6 VTVT S,53000,Bangalore,1,6.95
613,Maruti,Wagon_R,2017,VXI AMT 1.2,93000,Bangalore,1,4.85
614,Toyota,Innova,2009,2.5 G4 Diesel 7-seater,53000,Bangalore,1,6.75
615,Renault,Duster,2014,85PS Diesel RxL Option,68000,Bangalore,1,6.9
616,Ford,Figo,2011,Diesel ZXI,80000,Bangalore,1,2.95
617,Volkswagen,Polo,2021,1.0 TSI Highline Plus,3000,Bangalore,1,9.35
618,Toyota,Innova_Crysta,2019,2.4 VX MT,18000,Bangalore,1,22.75
619,Tata,Manza,2010,Club Class Safire90 LX,50000,Bangalore,1,2.85
620,Hyundai,Accent,2008,GLE 2,65000,Bangalore,1,2.35
621,Maruti,Swift_Dzire,2013,VXI,126000,Bangalore,1,4.25
622,Honda,City,2017,V MT,98000,Bangalore,1,7.75
623,Tata,Harrier,2020,XZ Plus,10174,Bangalore,1,21.45
624,Hyundai,Creta,2018,1.6 SX Automatic,24224,Bangalore,1,14.95
625,Maruti,Celerio,2016,VXI AT,58853,Bangalore,1,4.85
626,Hyundai,i20,2014,Era 1.2,25017,Bangalore,1,5.0
627,Hyundai,i10,2010,Magna 1.2,76721,Bangalore,1,3.25
628,Renault,KWID,2019,1.0 RXT AMT Opt BSIV,37445,Bangalore,1,4.45
629,Hyundai,i20,2013,Sportz 1.4 CRDi,78000,Bangalore,1,4.85
630,Hyundai,Venue,2020,S,15000,Bangalore,1,8.4
631,Hyundai,Grand_i10,2021,AMT Sportz,11244,Bangalore,1,7.95
632,Maruti,Ertiga,2020,ZXI Plus Petrol,8000,Bangalore,1,11.56
633,Renault,Duster,2018,85PS Diesel RxS,82138,Bangalore,1,8.5
634,Maruti,Vitara_Brezza,2018,ZDi,48000,Bangalore,1,9.75
635,Ford,Figo,2017,1.2P Titanium MT,53000,Bangalore,1,5.85
636,Chevrolet,Beat,2013,Diesel LT,49000,Bangalore,1,3.3
637,Chevrolet,Beat,2011,LT,49000,Bangalore,1,2.75
638,Nissan,Kicks,2020,XV Premium Option,27000,Bangalore,1,13.95
639,Volkswagen,Polo,2011,Petrol Highline 1.6L,72127,Bangalore,1,5.5
640,Volkswagen,Vento,2016,1.5 TDI Highline AT,59975,Bangalore,1,9.5
641,Hyundai,i20,2018,Asta Option BSIV,27000,Bangalore,1,8.4
642,Volkswagen,Vento,2015,1.5 TDI Highline Plus AT,97522,Bangalore,1,7.5
643,Kia,Seltos,2020,GTX Plus DCT,25000,Bangalore,1,18.95
644,Tata,Nexon,2018,1.5 Revotorq XZ Plus,31000,Bangalore,1,9.5
645,Mercedes-Benz,GLC,2019,Progressive 220d,33000,Bangalore,1,57.95
646,Maruti,Swift_Dzire,2017,VXI,22059,Bangalore,1,6.85
647,Volkswagen,Polo,2016,1.5 TDI Highline,84000,Bangalore,1,6.8
648,Honda,Civic,2006,1.8 S AT,88000,Bangalore,1,3.95
649,Hyundai,Creta,2019,1.6 VTVT AT SX Plus,48400,Bangalore,1,14.5
650,Mercedes-Benz,E-Class,2018,Expression E 220d,23000,Bangalore,1,57.5
651,Renault,KWID,2016,1.0 RXL,62000,Bangalore,1,3.55
652,MG,Hector_Plus,2020,Sharp Diesel MT,19329,Bangalore,1,20.9
653,Volkswagen,Polo,2014,1.2 MPI Trendline,41253,Bangalore,1,5.2
654,Maruti,XL6,2020,Zeta,14815,Bangalore,1,11.2
655,Tata,Nexon,2019,1.5 Revotorq XMA,30087,Bangalore,1,9.98
656,Mahindra,XUV500,2021,W11 AT BSIV,9000,Bangalore,1,20.4
657,Volkswagen,Polo,2017,1.5 TDI Highline,43875,Bangalore,1,7.5
658,Maruti,Vitara_Brezza,2018,LDi Option,29000,Bangalore,1,8.25
659,Mahindra,TUV_300,2018,T10,41933,Bangalore,1,9.45
660,Audi,Q7,2014,35 TDI Quattro Premium Plus,133000,Bangalore,1,29.5
661,Hyundai,i20,2018,Petrol Asta Option,33161,Bangalore,1,7.95
662,Tata,Harrier,2020,XZ Plus,31000,Bangalore,1,22.5
663,Mahindra,Scorpio,2008,LX 2.6 Turbo,110000,Bangalore,1,3.4
664,Mahindra,XUV300,2019,W8 Option Diesel BSIV,8266,Bangalore,1,13.45
665,Maruti,Swift,2015,VXI BSIV,6000,Bangalore,1,6.25
666,Mercedes-Benz,C-Class,2016,C 220 CDI Avantgarde,30000,Bangalore,1,29.75
667,Volkswagen,Polo,2015,1.2 MPI Trendline,58000,Bangalore,1,5.4
668,Maruti,Eeco,2019,5 Seater AC BSIV,20000,Bangalore,1,4.85
669,Mahindra,Thar,2021,LX 4-Str Hard Top Diesel,3000,Bangalore,1,18.5
670,Maruti,Wagon_R,2017,VXI 1.2 BSIV,29000,Bangalore,1,4.75
671,Mahindra,XUV500,2012,W8 FWD,70000,Bangalore,1,8.5
672,Mahindra,Bolero,2021,B6 Opt,15000,Bangalore,1,12.0
673,Hyundai,Accent,2009,Executive LPG,67000,Bangalore,1,2.3
674,Mahindra,TUV_300,2016,T8,58961,Bangalore,1,7.45
675,Kia,Seltos,2019,HTK G,55392,Bangalore,1,12.85
676,Kia,Seltos,2019,GTX Plus DCT,42772,Bangalore,1,15.85
677,Volkswagen,Polo,2020,1.0 TSI Highline Plus,4000,Bangalore,1,9.5
678,Renault,Duster,2017,110PS Diesel RxZ,21229,Bangalore,1,9.7
679,Hyundai,Grand_i10,2020,Magna,18000,Bangalore,1,6.25
680,Hyundai,i10,2011,Asta Sunroof AT,63000,Bangalore,1,3.85
681,Tata,Nexon,2022,XMA AMT,9211,Bangalore,1,9.65
682,Renault,KWID,2019,Climber 1.0 AMT Opt,30000,Bangalore,1,4.9
683,Ford,Ecosport,2018,1.5 Diesel Trend Plus BSIV,15000,Bangalore,1,8.25
684,Skoda,Rapid,2019,1.5 TDI AT Ambition BSIV,41000,Bangalore,1,11.0
685,Maruti,SX4_S,2015,DDiS 200 Zeta,79000,Bangalore,1,6.95
686,Hyundai,i10,2011,Asta AT,30000,Bangalore,1,3.75
687,Maruti,Baleno,2017,1.2 Delta,31000,Bangalore,1,6.55
688,Hyundai,Grand_i10,2016,Sportz,6000,Bangalore,1,5.75
689,Maruti,Swift_Dzire,2018,AMT ZXI Plus,70000,Bangalore,1,7.45
690,Mahindra,Scorpio,2015,1.99 S4,43000,Bangalore,1,8.75
691,Maruti,Baleno_RS,2017,1.0 Petrol,16369,Bangalore,1,7.75
692,Hyundai,Creta,2020,1.6 EX Petrol,40000,Bangalore,1,10.5
693,BMW,X5,2020,xDrive 30d xLine,24000,Bangalore,1,81.95
694,BMW,X3,2014,xDrive20d xLine,99778,Bangalore,1,19.75
695,Ford,Ecosport,2017,1.5 Petrol Titanium BSIV,28000,Bangalore,1,8.75
696,MG,Hector,2020,Sharp DCT,6913,Bangalore,1,20.75
697,Nissan,Micra,2013,XL,105000,Bangalore,1,2.55
698,Maruti,SX4,2010,Zxi BSIII,101560,Bangalore,1,3.1
699,Ford,Ecosport,2015,1.5 Ti VCT AT Titanium BSIV,47500,Bangalore,1,7.25
700,Skoda,Rapid,2014,1.5 TDI AT Elegance,101000,Bangalore,1,5.75
701,Maruti,Baleno,2016,1.2 Zeta,52998,Bangalore,2,7.05
702,Volkswagen,Ameo,2018,1.2 MPI Highline,34387,Bangalore,2,6.26
703,Honda,City,2017,i VTEC V,23805,Bangalore,2,8.36
704,Hyundai,Santro,2018,Asta,55829,Bangalore,2,5.45
